"Der Inhaberin, dem Inhaber eines eidgenössischen Fähigkeitszeugnisses stehen eine Vielzahl von Weiterbildungsmöglichkeiten im Bereich der höheren Berufsbildung oder der berufsorientierten Weiterbildung offen.",Können Inhaber eines eidgenössischen Fähigkeitszeugnisses berufsorientierte Weiterbildungen absolvieren? ," ja, im Bereich der höheren Berufsbildung oder der berufsorientierten Weiterbildung "
"Der Inhaberin, dem Inhaber eines eidgenössischen Fähigkeitszeugnisses stehen eine Vielzahl von Weiterbildungsmöglichkeiten im Bereich der höheren Berufsbildung oder der berufsorientierten Weiterbildung offen.",Welche Art von Weiterbildungsmöglichkeiten gibt es für Inhaber eines eidgenössischen Fähigkeitszeugnisses? , höhere Berufsbildung oder berufsorientierte Weiterbildung 
"Die Bestimmungen zur beruflichen Grundbildung mit eidgenössischem Fähigkeitszeugnis sind für die einzelnen Berufe in einer vom Bund erlassenen Bildungsverordnung geregelt (auch: Verordnung über die berufliche Grundbildung). Zu diesen Bestimmungen gehören die Dauer der Bildung, die Bildungsinhalte, die Ziele und Anforderungen an Lehrbetrieb, Berufsfachschule und überbetriebliche Kurse, die zu überprüfenden Qualifikationsbereiche sowie der Berufstitel. In der Bildungsverordnung wird auch auf den Bildungsplan verwiesen. Dieser enthält detaillierte Angaben zu den Handlungskompetenzen und zum Qualifikationsprofil und wird periodisch aktualisiert.",Was regelt die Bildungsverordnung für die berufliche Grundbildung? , Die Bestimmungen zur beruflichen Grundbildung mit eidgenössischem Fähigkeitszeugnis sind für die einzelnen Berufe in einer vom Bund erlassenen Bildungsverordnung geregelt 
"Die Bestimmungen zur beruflichen Grundbildung mit eidgenössischem Fähigkeitszeugnis sind für die einzelnen Berufe in einer vom Bund erlassenen Bildungsverordnung geregelt (auch: Verordnung über die berufliche Grundbildung). Zu diesen Bestimmungen gehören die Dauer der Bildung, die Bildungsinhalte, die Ziele und Anforderungen an Lehrbetrieb, Berufsfachschule und überbetriebliche Kurse, die zu überprüfenden Qualifikationsbereiche sowie der Berufstitel. In der Bildungsverordnung wird auch auf den Bildungsplan verwiesen. Dieser enthält detaillierte Angaben zu den Handlungskompetenzen und zum Qualifikationsprofil und wird periodisch aktualisiert.",Was gehört zu den Bestimmungen der Bildungsverordnung? ," Zu diesen Bestimmungen gehören die Dauer der Bildung, die Bildungsinhalte, die Ziele und Anforderungen an Lehrbetrieb, Berufsfachschule und überbetriebliche Kurse, die zu überprüfenden Qualifikationsbereiche sowie der Berufstitel. "
"Die Bestimmungen zur beruflichen Grundbildung mit eidgenössischem Fähigkeitszeugnis sind für die einzelnen Berufe in einer vom Bund erlassenen Bildungsverordnung geregelt (auch: Verordnung über die berufliche Grundbildung). Zu diesen Bestimmungen gehören die Dauer der Bildung, die Bildungsinhalte, die Ziele und Anforderungen an Lehrbetrieb, Berufsfachschule und überbetriebliche Kurse, die zu überprüfenden Qualifikationsbereiche sowie der Berufstitel. In der Bildungsverordnung wird auch auf den Bildungsplan verwiesen. Dieser enthält detaillierte Angaben zu den Handlungskompetenzen und zum Qualifikationsprofil und wird periodisch aktualisiert.",Worauf wird in der Bildungsverordnung verwiesen? , In der Bildungsverordnung wird auch auf den Bildungsplan verwiesen. 
"Die Bestimmungen zur beruflichen Grundbildung mit eidgenössischem Fähigkeitszeugnis sind für die einzelnen Berufe in einer vom Bund erlassenen Bildungsverordnung geregelt (auch: Verordnung über die berufliche Grundbildung). Zu diesen Bestimmungen gehören die Dauer der Bildung, die Bildungsinhalte, die Ziele und Anforderungen an Lehrbetrieb, Berufsfachschule und überbetriebliche Kurse, die zu überprüfenden Qualifikationsbereiche sowie der Berufstitel. In der Bildungsverordnung wird auch auf den Bildungsplan verwiesen. Dieser enthält detaillierte Angaben zu den Handlungskompetenzen und zum Qualifikationsprofil und wird periodisch aktualisiert.",Was enthält der Bildungsplan? , Dieser enthält detaillierte Angaben zu den Handlungskompetenzen und zum Qualifikationsprofil und wird periodisch aktualisiert. 
"Die Bildungsverordnungen werden von den Organisationen der Arbeitswelt (OdA) alle fünf Jahre überprüft, und zwar auf wirtschaftliche, technologische, ökologische und didaktische Entwicklungen. Je nach Ergebnis hat eine solche Prüfung eine Revision der Bildungsverordnung und des Bildungsplans zur Folge.",Wer überprüft die Bildungsverordnungen alle fünf Jahre? , Organisationen der Arbeitswelt (OdA) 
"Die Bildungsverordnungen werden von den Organisationen der Arbeitswelt (OdA) alle fünf Jahre überprüft, und zwar auf wirtschaftliche, technologische, ökologische und didaktische Entwicklungen. Je nach Ergebnis hat eine solche Prüfung eine Revision der Bildungsverordnung und des Bildungsplans zur Folge.",Auf welche Entwicklungen werden die Bildungsverordnungen überprüft? ," wirtschaftliche, technologische, ökologische und didaktische Entwicklungen "
"Die Bildungsverordnungen werden von den Organisationen der Arbeitswelt (OdA) alle fünf Jahre überprüft, und zwar auf wirtschaftliche, technologische, ökologische und didaktische Entwicklungen. Je nach Ergebnis hat eine solche Prüfung eine Revision der Bildungsverordnung und des Bildungsplans zur Folge.",Was kann eine Prüfung der Bildungsverordnungen zur Folge haben? , eine Revision der Bildungsverordnung und des Bildungsplans 
"Damit eine Revision sinnvoll umgesetzt werden kann, werden die aktuelle Situation sowie die zukünftige Entwicklung von Berufen im wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld untersucht.","Welche Aspekte werden untersucht, um eine Revision sinnvoll umzusetzen? "," die aktuelle Situation sowie die zukünftige Entwicklung von Berufen im wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld "
"Damit eine Revision sinnvoll umgesetzt werden kann, werden die aktuelle Situation sowie die zukünftige Entwicklung von Berufen im wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld untersucht.","Was sind die verschiedenen Bereiche, in denen die Entwicklung von Berufen analysiert wird? "," wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld "
"Damit eine Revision sinnvoll umgesetzt werden kann, werden die aktuelle Situation sowie die zukünftige Entwicklung von Berufen im wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld untersucht.",Wofür ist die Untersuchung der aktuellen Situation und zukünftigen Entwicklung von Berufen notwendig? , Damit eine Revision sinnvoll umgesetzt werden kann 
"Damit eine Revision sinnvoll umgesetzt werden kann, werden die aktuelle Situation sowie die zukünftige Entwicklung von Berufen im wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld untersucht.",In welchem Kontext werden die aktuelle Situation und die zukünftige Entwicklung von Berufen untersucht? ," im wirtschaftlichen, technologischen, soziokulturellen, berufsspezifischen und bildungssystematischen Umfeld "
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Wer stellt den Antrag auf eine Überarbeitung einer Bildungsverordnung? , Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. 
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Wer übernimmt die operative Projektleitung bei der Überarbeitung einer Bildungsverordnung? , Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. 
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Wer erlässt die Bildungsverordnung? ," Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. "
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Wer ist für den Vollzug der Bildungsverordnung verantwortlich? , Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. 
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Wie unterstützen die Kantone den Revisionsprozess? ," Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. "
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Was ist die Funktion der Kommissionen für Berufsentwicklung und Qualität? , Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. 
"Den Antrag auf eine Überarbeitung einer Bildungsverordnung stellt die OdA. Sie übernimmt die operative Projektleitung und definiert die Inhalte des Berufs. Der Bund – das Staatssekretariat für Bildung, Forschung und Innovation (SBFI) – erlässt die Bildungsverordnung und begleitet den gesamten Revisionsprozess. Für den Vollzug der Bildungsverordnung sind die Kantone verantwortlich. Sie begleiten und unterstützen den Revisionsprozess von Beginn an, indem sie eine bildungssachverständige Person in die Kommission für Berufsentwicklung und Qualität (B&Q) delegieren. Diese Kommissionen sind beratendes Organ der Trägerschaft der beruflichen Grundbildung. Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt.",Welche Kompetenzen haben die Kommissionen für Berufsentwicklung und Qualität? ," Sie arbeiten inhaltlich-strategisch, haben aber keine Entscheidkompetenzen, sondern nur ein Antragsrecht gegenüber ihrer Organisation der Arbeitswelt. "
